48.0129966736	199.854370117
134.199691772	202.350616455
7.74008893967	366.875488281
555.863525391	444.249389648
171.701324463	352.663085938
116.106781006	365.836364746
128.081634521	217.138687134
172.548934937	344.374694824
243.566864014	29.0321712494
77.8349304199	279.493896484
255.244567871	346.50491333
262.866516113	350.867858887
403.169158936	343.308227539
409.26550293	350.041595459
173.267486572	327.935791016
389.540588379	362.668426514
406.79006958	362.49130249
265.321990967	349.586791992
120.477668762	367.743225098
102.602104187	284.309936523
599.270324707	89.2640304565
391.387023926	42.9542274475
610.099609375	125.903610229
319.91027832	387.683532715
127.175056458	299.642852783
41.7207679749	171.249664307
167.795776367	20.377828598
570.496704102	178.329101562
308.315734863	187.064178467
308.315734863	187.064178467
117.499427795	124.940681458
406.449401855	344.332458496
400.932189941	352.057556152
545.775390625	361.026275635
549.13269043	347.79788208
545.775390625	361.026275635
319.91027832	387.683532715
274.557922363	38.6046600342
339.102783203	435.472869873
457.551849365	47.6283683777
592.498962402	64.8011474609
592.498962402	64.8011474609
286.432891846	24.4161682129
17.17370224	238.163528442
592.498962402	64.8011474609
592.498962402	64.8011474609
592.498962402	64.8011474609
536.839477539	86.0934677124
526.931152344	85.9597702026
535.719482422	223.219406128
592.498962402	64.8011474609
592.498962402	64.8011474609
512.440734863	115.27205658
566.809692383	181.024169922
301.806304932	187.555923462
434.445922852	83.8884124756
507.785675049	134.985992432
536.445678711	237.47795105
225.995651245	264.722381592
225.995651245	264.722381592
117.499427795	124.940681458
434.445922852	83.8884124756
268.007995605	265.170074463
268.007995605	265.170074463
554.656921387	151.193130493
525.530151367	282.687164307
525.530151367	282.687164307
245.094146729	348.262237549
531.354675293	349.06137085
407.067871094	353.004730225
543.844543457	345.029541016
175.035766602	93.5967483521
125.041534424	148.071731567
391.786621094	349.603820801
592.498962402	64.8011474609
592.498962402	64.8011474609
535.715454102	307.705963135
511.218841553	277.827697754
273.83505249	143.019866943
413.526702881	143.821090698
498.473510742	120.2840271
498.473510742	120.2840271
289.008148193	259.905090332
289.008148193	259.905090332
427.647003174	277.74017334
427.647003174	277.74017334
210.40838623	107.851753235
432.968475342	268.247467041
253.07220459	141.906860352
253.07220459	141.906860352
274.480224609	93.8176193237
535.715454102	307.705963135
535.715454102	307.705963135
566.809692383	181.024169922
458.40045166	176.344299316
358.425598145	223.215988159
273.83505249	143.019866943
540.53894043	233.31690979
519.738769531	284.266998291
519.738769531	284.266998291
369.138793945	86.7570114136
511.218841553	277.827697754
289.008148193	259.905090332
289.008148193	259.905090332
210.283721924	66.4021682739
210.283721924	66.4021682739
289.008148193	259.905090332
253.07220459	141.906860352
526.242248535	268.263153076
526.242248535	268.263153076
511.218841553	277.827697754
511.218841553	277.827697754
432.968475342	268.247467041
432.968475342	268.247467041
288.863922119	250.192932129
273.83505249	143.019866943
273.83505249	143.019866943
496.770294189	292.76663208
266.690185547	305.272125244
540.205383301	161.825622559
463.068389893	319.096466064
391.786621094	349.603820801
391.786621094	349.603820801
521.565917969	76.2599868774
414.670349121	113.06124115
442.635894775	262.817810059
535.719482422	223.219406128
535.719482422	223.219406128
397.590393066	223.225189209
397.590393066	223.225189209
253.07220459	141.906860352
253.07220459	141.906860352
542.247253418	239.272003174
542.247253418	239.272003174
247.258666992	152.937042236
526.242248535	268.263153076
526.242248535	268.263153076
496.770294189	292.76663208
289.008148193	259.905090332
592.185974121	177.696960449
531.354675293	349.06137085
531.354675293	349.06137085
604.798095703	82.563659668
283.993927002	36.3381080627
519.738769531	284.266998291
519.738769531	284.266998291
266.690185547	305.272125244
512.441040039	307.079498291
512.441040039	307.079498291
48.0129966736	199.854370117
599.270324707	89.2640304565
262.483734131	72.9657211304
262.483734131	72.9657211304
214.218521118	70.7716293335
214.218521118	70.7716293335
279.328125	90.7826309204
279.328125	90.7826309204
217.327545166	85.9145812988
232.337860107	87.2902069092
263.982025146	135.649505615
249.668807983	137.356643677
361.758575439	226.315750122
361.758575439	226.315750122
214.218856812	221.657119751
214.218856812	221.657119751
231.092788696	269.3019104
246.715209961	270.023529053
215.030090332	270.300140381
215.030090332	270.300140381
362.873474121	76.2592163086
362.873474121	76.2592163086
296.390380859	74.5113449097
296.390380859	74.5113449097
440.813415527	93.9081039429
366.177062988	91.5703048706
366.177062988	91.5703048706
394.988250732	91.3943023682
394.988250732	91.3943023682
181.818389893	81.873664856
362.539764404	106.877571106
362.539764404	106.877571106
532.285522461	125.78553772
407.886230469	123.578613281
365.589141846	121.974365234
531.786193848	140.857925415
516.922424316	141.358551025
516.922424316	141.358551025
247.426025391	119.956130981
247.426025391	119.956130981
411.001220703	139.276992798
379.767578125	138.15536499
363.254974365	138.901367188
363.254974365	138.901367188
363.254974365	138.901367188
363.254974365	138.901367188
425.052764893	143.165985107
393.4609375	155.676177979
279.932830811	153.857574463
279.932830811	153.857574463
247.258666992	152.937042236
423.872772217	227.317703247
423.872772217	227.317703247
423.872772217	227.317703247
274.927947998	238.777252197
294.572601318	239.648773193
294.572601318	239.648773193
422.29977417	243.770339966
262.271331787	254.063095093
378.17791748	256.658233643
362.016326904	258.081665039
215.030090332	270.300140381
438.63482666	257.698913574
438.63482666	257.698913574
263.048858643	270.719848633
263.048858643	270.719848633
263.048858643	270.719848633
407.849243164	271.034545898
392.663208008	273.407775879
422.913116455	274.490814209
422.913116455	274.490814209
362.222503662	289.930419922
529.518493652	288.474304199
309.196105957	317.787322998
422.315155029	319.304718018
546.532165527	80.7406768799
560.798522949	89.5258865356
601.727844238	108.827438354
601.727844238	108.827438354
376.905609131	78.8114547729
376.905609131	78.8114547729
376.905609131	78.8114547729
228.754135132	75.8514480591
408.314208984	106.418334961
202.728988647	86.4114151001
560.364807129	141.515625
560.364807129	141.515625
439.657775879	140.640670776
544.910339355	157.552505493
393.4609375	155.676177979
487.853790283	169.422637939
575.142883301	226.925201416
526.992126465	227.806610107
502.578582764	227.872177124
248.963806152	243.07623291
501.275817871	258.687164307
501.275817871	258.687164307
561.231994629	271.929656982
575.831970215	273.322662354
201.563812256	283.244415283
560.233825684	288.100280762
560.233825684	288.100280762
531.486328125	303.266143799
590.233459473	319.423431396
586.494506836	70.5452575684
614.200012207	87.9988555908
394.857849121	68.4026260376
352.707550049	91.607673645
254.720245361	93.5049743652
352.611236572	121.950325012
399.512023926	141.575790405
399.512023926	141.575790405
616.565856934	165.091293335
263.528045654	148.316207886
406.613708496	215.914337158
349.704101562	215.15953064
470.331604004	225.264205933
489.016601562	242.673339844
305.822479248	256.179718018
349.294342041	271.75402832
502.854431152	285.009216309
233.23147583	314.055480957
447.454620361	72.525428772
420.124603271	87.0090103149
495.456542969	101.548995972
495.456542969	101.548995972
553.430603027	116.899780273
550.966491699	144.708557129
444.899230957	225.179962158
369.733398438	235.226364136
445.976867676	280.91986084
254.302337646	293.030334473
446.805236816	312.396392822
446.805236816	312.396392822
527.545349121	101.379226685
527.545349121	101.379226685
427.542602539	118.79347229
